user_sequence,challenge
75482_13,CI25143
75483_11,CI25058
75483_12,CI24530
75483_13,CI24261
75486_11,CI26051
75486_12,CI25054
75486_13,CI25361
75489_11,CI24531
75489_12,CI24690
75489_13,CI24459
75493_11,CI25110
75493_12,CI25141
75493_13,CI25135
75497_11,CI25295
75497_12,CI23922
75497_13,CI24968
75500_11,CI24252
75500_12,CI23657
75500_13,CI23829
75503_11,CI23673
75503_12,CI23691
75503_13,CI24231
75504_11,CI26067
75504_12,CI24220
75504_13,CI25688
75505_11,CI24930
75505_12,CI24111
75505_13,CI24953
75506_11,CI23648
75506_12,CI23691
75506_13,CI24435
75509_11,CI25727
75509_12,CI24530
75509_13,CI23968
75512_11,CI24530
75512_12,CI25024
75512_13,CI25032
75516_11,CI25633
75516_12,CI26051
75516_13,CI25727
75517_11,CI23789
75517_12,CI24086
75517_13,CI23662
75518_11,CI24530
75518_12,CI26059
75518_13,CI24917
75524_11,CI24875
75524_12,CI25057
75524_13,CI23856
75527_11,CI25336
75527_12,CI27920
75527_13,CI27235
75528_11,CI26220
75528_12,CI27661
75528_13,CI27659
75529_11,CI26915
75529_12,CI26917
75529_13,CI26911
75531_11,CI27678
75531_12,CI27805
75531_13,CI27660
75532_11,CI27031
75532_12,CI27047
75532_13,CI27046
75535_11,CI27051
75535_12,CI27050
75535_13,CI26952
75540_11,CI24832
75540_12,CI24876
75540_13,CI25029
75542_11,CI26920
75542_12,CI26934
75542_13,CI26873
75543_11,CI27621
75543_12,CI24973
75543_13,CI24865
75544_11,CI26902
75544_12,CI26985
75544_13,CI26986
75546_11,CI26416
75546_12,CI26427
75546_13,CI26420
75550_11,CI27282
75550_12,CI24225
75550_13,CI27648
75551_11,CI25110
75551_12,CI25132
75551_13,CI25123
75553_11,CI26871
75553_12,CI28285
75553_13,CI27779
75558_11,CI26920
75558_12,CI26922
75558_13,CI26925
75569_11,CI26915
75569_12,CI26917
75569_13,CI26914
75572_11,CI26916
75572_12,CI26918
75572_13,CI26925
75575_11,CI26501
75575_12,CI24120
75575_13,CI25740
75576_11,CI26925
75576_12,CI26921
75576_13,CI26924
75577_11,CI25492
75577_12,CI24437
75577_13,CI24448
75579_11,CI26921
75579_12,CI26925
75579_13,CI26923
75584_11,CI23691
75584_12,CI24871
75584_13,CI23922
75586_11,CI27046
75586_12,CI27036
75586_13,CI27049
75590_11,CI24871
75590_12,CI23702
75590_13,CI25733
75593_11,CI27629
75593_12,CI27464
75593_13,CI24459
75594_11,CI26925
75594_12,CI26915
75594_13,CI26914
75595_11,CI24121
75595_12,CI24525
75595_13,CI23714
75596_11,CI25141
75596_12,CI25062
75596_13,CI25074
75597_11,CI27048
75597_12,CI27051
75597_13,CI27049
75598_11,CI24871
75598_12,CI25056
75598_13,CI23788
75603_11,CI25107
75603_12,CI25108
75603_13,CI25135
75604_11,CI26916
75604_12,CI26925
75604_13,CI26917
75605_11,CI23785
75605_12,CI24108
75605_13,CI23969
75606_11,CI26051
75606_12,CI26055
75606_13,CI26050
75608_11,CI24522
75608_12,CI23913
75608_13,CI24532
75609_11,CI27050
75609_12,CI26953
75609_13,CI26952
75611_11,CI24531
75611_12,CI25501
75611_13,CI25688
75612_11,CI25039
75612_12,CI25042
75612_13,CI25043
75619_11,CI27137
75619_12,CI26875
75619_13,CI27046
75623_11,CI23922
75623_12,CI24527
75623_13,CI24530
75625_11,CI23702
75625_12,CI24029
75625_13,CI23727
75626_11,CI24003
75626_12,CI24530
75626_13,CI24917
75636_11,CI26985
75636_12,CI26986
75636_13,CI27136
75638_11,CI24642
75638_12,CI24661
75638_13,CI24644
75642_11,CI23836
75642_12,CI25125
75642_13,CI25124
75644_11,CI26822
75644_12,CI27456
75644_13,CI26827
75645_11,CI28578
75645_12,CI28580
75645_13,CI28240
75649_11,CI26912
75649_12,CI26936
75649_13,CI27137
75651_11,CI27051
75651_12,CI27046
75651_13,CI26950
75653_11,CI25634
75653_12,CI23836
75653_13,CI23663
75657_11,CI26950
75657_12,CI24917
75657_13,CI26876
75660_11,CI26903
75660_12,CI26182
75660_13,CI26985
75662_11,CI24690
75662_12,CI24206
75662_13,CI23856
75663_11,CI26902
75663_12,CI26905
75663_13,CI26906
75664_11,CI26915
75664_12,CI26916
75664_13,CI26917
75667_11,CI26985
75667_12,CI26986
75667_13,CI27990
75668_11,CI26926
75668_12,CI26914
75668_13,CI26918
75670_11,CI24440
75670_12,CI24228
75670_13,CI24349
75674_11,CI26909
75674_12,CI26913
75674_13,CI26930
75680_11,CI26158
75680_12,CI26159
75680_13,CI26213
75683_11,CI27031
75683_12,CI26954
75683_13,CI27046
75684_11,CI27137
75684_12,CI26902
75684_13,CI26873
75685_11,CI24953
75685_12,CI24955
75685_13,CI26781
75689_11,CI26954
75689_12,CI26951
75689_13,CI26946
75690_11,CI26917
75690_12,CI26921
75690_13,CI26930
75695_11,CI26181
75695_12,CI26905
75695_13,CI26183
75697_11,CI26931
75697_12,CI26208
75697_13,CI26218
75701_11,CI25126
75701_12,CI25124
75701_13,CI25125
75702_11,CI25126
75702_12,CI25125
75702_13,CI25124
75710_11,CI24418
75710_12,CI25106
75710_13,CI25110
75716_11,CI23663
75716_12,CI24992
75716_13,CI24968
75719_11,CI27282
75719_12,CI27005
75719_13,CI25987
75721_11,CI23688
75721_12,CI23691
75721_13,CI25141
75722_11,CI23846
75722_12,CI24840
75722_13,CI24229
75726_11,CI24421
75726_12,CI25107
75726_13,CI25141
75728_11,CI23990
75728_12,CI25024
75728_13,CI25026
75731_11,CI24438
75731_12,CI24362
75731_13,CI24359
75732_11,CI28530
75732_12,CI24239
75732_13,CI26051
75735_11,CI27800
75735_12,CI27805
75735_13,CI26820
75736_11,CI27629
75736_12,CI25217
75736_13,CI27438
75738_11,CI24187
75738_12,CI23663
75738_13,CI28570
75744_11,CI24493
75744_12,CI24447
75744_13,CI24435
75746_11,CI24435
75746_12,CI24438
75746_13,CI24418
75752_11,CI25562
75752_12,CI23782
75752_13,CI25594
75755_11,CI25106
75755_12,CI23848
75755_13,CI23714
75759_11,CI24228
75759_12,CI24231
75759_13,CI24950
75761_11,CI23691
75761_12,CI24956
75761_13,CI26050
75762_11,CI25126
75762_12,CI25124
75762_13,CI25175
75767_11,CI25444
75767_12,CI25507
75767_13,CI24420
75772_11,CI23814
75772_12,CI24954
75772_13,CI23744
75774_11,CI24231
75774_12,CI24081
75774_13,CI26051
75779_11,CI24274
75779_12,CI24277
75779_13,CI25132
75780_11,CI23691
75780_12,CI25214
75780_13,CI24231
75781_11,CI26054
75781_12,CI25126
75781_13,CI24871
75784_11,CI25634
75784_12,CI25119
75784_13,CI25432
75786_11,CI26051
75786_12,CI24917
75786_13,CI23774
75787_11,CI24992
75787_12,CI26051
75787_13,CI24952
75793_11,CI27137
75793_12,CI26952
75793_13,CI26871
75802_11,CI27644
75802_12,CI26052
75802_13,CI26820
75805_11,CI26860
75805_12,CI26904
75805_13,CI26859
75806_11,CI25141
75806_12,CI24455
75806_13,CI24701
75808_11,CI24188
75808_12,CI24969
75808_13,CI23836
75809_11,CI24961
75809_12,CI24592
75809_13,CI23855
75811_11,CI24690
75811_12,CI24930
75811_13,CI25247
75814_11,CI25260
75814_12,CI26051
75814_13,CI26054
75823_11,CI24231
75823_12,CI23691
75823_13,CI25175
75827_11,CI25449
75827_12,CI24634
75827_13,CI25492
75831_11,CI24206
75831_12,CI23663
75831_13,CI24150
75832_11,CI24096
75832_12,CI23946
75832_13,CI24099
75834_11,CI24872
75834_12,CI24873
75834_13,CI24870
75836_11,CI24421
75836_12,CI24373
75836_13,CI24493
75838_11,CI23989
75838_12,CI23676
75838_13,CI23848
75840_11,CI23840
75840_12,CI24690
75840_13,CI23674
75841_11,CI23663
75841_12,CI23769
75841_13,CI24230
75842_11,CI25200
75842_12,CI23726
75842_13,CI24930
75843_11,CI23648
75843_12,CI24252
75843_13,CI23663
75844_11,CI24421
75844_12,CI24418
75844_13,CI25106
75845_11,CI26871
75845_12,CI26870
75845_13,CI26216
75849_11,CI25074
75849_12,CI24529
75849_13,CI24527
75850_11,CI26936
75850_12,CI26210
75850_13,CI26929
75851_11,CI27797
75851_12,CI27789
75851_13,CI27807
75854_11,CI26931
75854_12,CI26208
75854_13,CI26924
75862_11,CI24992
75862_12,CI26051
75862_13,CI23791
75864_11,CI25124
75864_12,CI25180
75864_13,CI25135
75865_11,CI25113
75865_12,CI25123
75865_13,CI24942
75868_11,CI23989
75868_12,CI25141
75868_13,CI25126
75869_11,CI24231
75869_12,CI24081
75869_13,CI23691
75870_11,CI26050
75870_12,CI25123
75870_13,CI28586
75871_11,CI25179
75871_12,CI25141
75871_13,CI25140
75880_11,CI26191
75880_12,CI26190
75880_13,CI26188
75881_11,CI23975
75881_12,CI25135
75881_13,CI23667
75882_11,CI25295
75882_12,CI23663
75882_13,CI23780
75883_11,CI23660
75883_12,CI23791
75883_13,CI25031
75887_11,CI25062
75887_12,CI23946
75887_13,CI25175
75890_11,CI24680
75890_12,CI24231
75890_13,CI24892
75892_11,CI23848
75892_12,CI26051
75892_13,CI25124
75894_11,CI24150
75894_12,CI23750
75894_13,CI23716
75901_11,CI24870
75901_12,CI23702
75901_13,CI24866
75903_11,CI28630
75903_12,CI23740
75903_13,CI25733
75904_11,CI23691
75904_12,CI24532
75904_13,CI25075
75905_11,CI25126
75905_12,CI25295
75905_13,CI25124
75907_11,CI25124
75907_12,CI26051
75907_13,CI23836
75908_11,CI25396
75908_12,CI24859
75908_13,CI24303
75909_11,CI24867
75909_12,CI25022
75909_13,CI23691
75912_11,CI23875
75912_12,CI23791
75912_13,CI24246
75913_11,CI24873
75913_12,CI24531
75913_13,CI23791
75914_11,CI26051
75914_12,CI25124
75914_13,CI23714
75916_11,CI25132
75916_12,CI24277
75916_13,CI24274
75917_11,CI24421
75917_12,CI24871
75917_13,CI23691
75918_11,CI25124
75918_12,CI24871
75918_13,CI26054
75921_11,CI26051
75921_12,CI24530
75921_13,CI23880
75922_11,CI27584
75922_12,CI26049
75922_13,CI23916
75926_11,CI25727
75926_12,CI23663
75926_13,CI23770
75927_11,CI25667
75927_12,CI24239
75927_13,CI26051
75933_11,CI23510
75933_12,CI25498
75933_13,CI26621
75935_11,CI24895
75935_12,CI24871
75935_13,CI24888
75939_11,CI24530
75939_12,CI23769
75939_13,CI23791
75940_11,CI24418
75940_12,CI25109
75940_13,CI25106
75942_11,CI23688
75942_12,CI25056
75942_13,CI23921
75943_11,CI25126
75943_12,CI23770
75943_13,CI23667
75945_11,CI24081
75945_12,CI25295
75945_13,CI23999
75946_11,CI26051
75946_12,CI25124
75946_13,CI25633
75948_11,CI26190
75948_12,CI26191
75948_13,CI26189
75949_11,CI26052
75949_12,CI25090
75949_13,CI25140
75950_11,CI24228
75950_12,CI25124
75950_13,CI24957
75951_11,CI26933
75951_12,CI26928
75951_13,CI26931
75954_11,CI25109
75954_12,CI25108
75954_13,CI25123
75955_11,CI24930
75955_12,CI25291
75955_13,CI24888
75956_11,CI26199
75956_12,CI26200
75956_13,CI26194
75965_11,CI23990
75965_12,CI25026
75965_13,CI23660
75966_11,CI28253
75966_12,CI28256
75966_13,CI23769
75967_11,CI24872
75967_12,CI24870
75967_13,CI24871
75969_11,CI23714
75969_12,CI24531
75969_13,CI24534
75974_11,CI23994
75974_12,CI24878
75974_13,CI25066
75979_11,CI25150
75979_12,CI24878
75979_13,CI23702
75984_11,CI23648
75984_12,CI25141
75984_13,CI24139
75985_11,CI25295
75985_12,CI24257
75985_13,CI23691
75987_11,CI24690
75987_12,CI23569
75987_13,CI24930
75997_11,CI25074
75997_12,CI25135
75997_13,CI25098
76000_11,CI25109
76000_12,CI25107
76000_13,CI23856
76005_11,CI26212
76005_12,CI26915
76005_13,CI26209
76008_11,CI25022
76008_12,CI25054
76008_13,CI25024
76011_11,CI23688
76011_12,CI24228
76011_13,CI24902
76012_11,CI28581
76012_12,CI28583
76012_13,CI28252
76014_11,CI25509
76014_12,CI25444
76014_13,CI24634
76015_11,CI24493
76015_12,CI24438
76015_13,CI24439
76017_11,CI24421
76017_12,CI24418
76017_13,CI25075
76018_11,CI24690
76018_12,CI25295
76018_13,CI24252
76019_11,CI24946
76019_12,CI23968
76019_13,CI24530
76022_11,CI28252
76022_12,CI28574
76022_13,CI23848
76023_11,CI23648
76023_12,CI25056
76023_13,CI23663
76026_11,CI25107
76026_12,CI25109
76026_13,CI25106
76027_11,CI24231
76027_12,CI24228
76027_13,CI23922
76029_11,CI25257
76029_12,CI23975
76029_13,CI26176
76033_11,CI25667
76033_12,CI25666
76033_13,CI25834
76034_11,CI24228
76034_12,CI24690
76034_13,CI24252
76035_11,CI25126
76035_12,CI24187
76035_13,CI24532
76040_11,CI26055
76040_12,CI25124
76040_13,CI26051
76044_11,CI23780
76044_12,CI24680
76044_13,CI23924
76045_11,CI28578
76045_12,CI28574
76045_13,CI23975
76046_11,CI28581
76046_12,CI28585
76046_13,CI24206
76048_11,CI24150
76048_12,CI25727
76048_13,CI24206
76057_11,CI24952
76057_12,CI24954
76057_13,CI26050
76059_11,CI26051
76059_12,CI23663
76059_13,CI28578
76062_11,CI24530
76062_12,CI25141
76062_13,CI23975
76064_11,CI23856
76064_12,CI24109
76064_13,CI24228
76067_11,CI26598
76067_12,CI26681
76067_13,CI26505
76068_11,CI26054
76068_12,CI26051
76068_13,CI25124
76071_11,CI26916
76071_12,CI26917
76071_13,CI26926
76074_11,CI24109
76074_12,CI23856
76074_13,CI24003
76084_11,CI26173
76084_12,CI26208
76084_13,CI26916
76088_11,CI25295
76088_12,CI24239
76088_13,CI23616
76093_11,CI26937
76093_12,CI26865
76093_13,CI26917
76096_11,CI25987
76096_12,CI23975
76096_13,CI24530
76100_11,CI24531
76100_12,CI25141
76100_13,CI24111
76102_11,CI25056
76102_12,CI23714
76102_13,CI24873
76103_11,CI24348
76103_12,CI24670
76103_13,CI25135
76111_11,CI26921
76111_12,CI26926
76111_13,CI26930
76123_11,CI23745
76123_12,CI23660
76123_13,CI23789
76126_11,CI26051
76126_12,CI23663
76126_13,CI24944
76127_11,CI26936
76127_12,CI26171
76127_13,CI26933
76132_11,CI26926
76132_12,CI26931
76132_13,CI26917
76134_11,CI26937
76134_12,CI26174
76134_13,CI26915
76136_11,CI25449
76136_12,CI24634
76136_13,CI25490
76138_11,CI23922
76138_12,CI24114
76138_13,CI24958
76142_11,CI25058
76142_12,CI27414
76142_13,CI27410
76144_11,CI24359
76144_12,CI24490
76144_13,CI24362
76147_11,CI24871
76147_12,CI24070
76147_13,CI23865
76149_11,CI26915
76149_12,CI26916
76149_13,CI26917
76150_11,CI23922
76150_12,CI23616
76150_13,CI24175
76151_11,CI26051
76151_12,CI26050
76151_13,CI25125
76154_11,CI26912
76154_12,CI26922
76154_13,CI26923
76159_11,CI26915
76159_12,CI26158
76159_13,CI26161
76162_11,CI26930
76162_12,CI26920
76162_13,CI26927
76164_11,CI24957
76164_12,CI24956
76164_13,CI26051
76171_11,CI26865
76171_12,CI26915
76171_13,CI26911
76173_11,CI24252
76173_12,CI24876
76173_13,CI23830
76174_11,CI24679
76174_12,CI24445
76174_13,CI24446
76175_11,CI26923
76175_12,CI26215
76175_13,CI26921
76192_11,CI26856
76192_12,CI26937
76192_13,CI26933
76194_11,CI26916
76194_12,CI26915
76194_13,CI26914
76195_11,CI25444
76195_12,CI25436
76195_13,CI25490
76196_11,CI26926
76196_12,CI26916
76196_13,CI26931
76199_11,CI27013
76199_12,CI26198
76199_13,CI27011
76205_11,CI24875
76205_12,CI24531
76205_13,CI24111
76209_11,CI26931
76209_12,CI26927
76209_13,CI26922
76216_11,CI24348
76216_12,CI25125
76216_13,CI24138
76217_11,CI23691
76217_12,CI24150
76217_13,CI26052
76218_11,CI26920
76218_12,CI26930
76218_13,CI26931
76222_11,CI26920
76222_12,CI26928
76222_13,CI26924
76225_11,CI25126
76225_12,CI25135
76225_13,CI25141
76227_11,CI24958
76227_12,CI23958
76227_13,CI23836
76231_11,CI23691
76231_12,CI25073
76231_13,CI23769
76233_11,CI26921
76233_12,CI26919
76233_13,CI26917
76237_11,CI26919
76237_12,CI26921
76237_13,CI26917
76239_11,CI23836
76239_12,CI25124
76239_13,CI24135
76243_11,CI26915
76243_12,CI26936
76243_13,CI26934
76249_11,CI25666
76249_12,CI25834
76249_13,CI25634
76250_11,CI26866
76250_12,CI26934
76250_13,CI26856
76253_11,CI25132
76253_12,CI23663
76253_13,CI23989
76254_11,CI23702
76254_12,CI23648
76254_13,CI24139
76256_11,CI26936
76256_12,CI26855
76256_13,CI26928
76259_11,CI23770
76259_12,CI25444
76259_13,CI23648
76260_11,CI23688
76260_12,CI24030
76260_13,CI24690
76263_11,CI26208
76263_12,CI26937
76263_13,CI26871
76264_11,CI25022
76264_12,CI24875
76264_13,CI24525
76265_11,CI26171
76265_12,CI26936
76265_13,CI26172
76267_11,CI23691
76267_12,CI24081
76267_13,CI24231
76271_11,CI25449
76271_12,CI24438
76271_13,CI24373
76277_11,CI25108
76277_12,CI25074
76277_13,CI24348
76278_11,CI25141
76278_12,CI24926
76278_13,CI25124
76282_11,CI28578
76282_12,CI28569
76282_13,CI23691
76287_11,CI25124
76287_12,CI24957
76287_13,CI25125
76289_11,CI25109
76289_12,CI24522
76289_13,CI25132
76294_11,CI23663
76294_12,CI25126
76294_13,CI25090
76298_11,CI24530
76298_12,CI23663
76298_13,CI23975
76302_11,CI25141
76302_12,CI25073
76302_13,CI25106
76305_11,CI25727
76305_12,CI25733
76305_13,CI24532
76307_11,CI26904
76307_12,CI26871
76307_13,CI26934
76308_11,CI24438
76308_12,CI24373
76308_13,CI24436
76316_11,CI24206
76316_12,CI24942
76316_13,CI23994
76322_11,CI23836
76322_12,CI24030
76322_13,CI24530
76323_11,CI23791
76323_12,CI23875
76323_13,CI24246
76324_11,CI23889
76324_12,CI24996
76324_13,CI23994
76326_11,CI26178
76326_12,CI26177
76326_13,CI27282
76327_11,CI27841
76327_12,CI27837
76327_13,CI27361
76328_11,CI25074
76328_12,CI25101
76328_13,CI25098
76334_11,CI24690
76334_12,CI23922
76334_13,CI24930
76335_11,CI26820
76335_12,CI26938
76335_13,CI26937
76341_11,CI23663
76341_12,CI24527
76341_13,CI23648
76347_11,CI26782
76347_12,CI26556
76347_13,CI26681
76348_11,CI26865
76348_12,CI26860
76348_13,CI26859
76351_11,CI24917
76351_12,CI24261
76351_13,CI27282
76353_11,CI28580
76353_12,CI28578
76353_13,CI24917
76357_11,CI27282
76357_12,CI24917
76357_13,CI27411
76359_11,CI23691
76359_12,CI25361
76359_13,CI24150
76362_11,CI25125
76362_12,CI25733
76362_13,CI26051
76367_11,CI23702
76367_12,CI23648
76367_13,CI24968
76369_11,CI24150
76369_12,CI23714
76369_13,CI25135
76370_11,CI24973
76370_12,CI23691
76370_13,CI24888
76371_11,CI26917
76371_12,CI26865
76371_13,CI26860
76373_11,CI26050
76373_12,CI26056
76373_13,CI25728
76375_11,CI23990
76375_12,CI23770
76375_13,CI23667
76377_11,CI25132
76377_12,CI24421
76377_13,CI25139
76381_11,CI24278
76381_12,CI25177
76381_13,CI24788
76385_11,CI26865
76385_12,CI26868
76385_13,CI26860
76387_11,CI26873
76387_12,CI26902
76387_13,CI26869
76388_11,CI24010
76388_12,CI23688
76388_13,CI23921
76389_11,CI23697
76389_12,CI24247
76389_13,CI24235
76392_11,CI26216
76392_12,CI26210
76392_13,CI26915
76407_11,CI25113
76407_12,CI25106
76407_13,CI25101
76412_11,CI25733
76412_12,CI24962
76412_13,CI23691
76413_11,CI24908
76413_12,CI26211
76413_13,CI23498
76414_11,CI24532
76414_12,CI23856
76414_13,CI24228
76417_11,CI24421
76417_12,CI24785
76417_13,CI24675
76418_11,CI25727
76418_12,CI28240
76418_13,CI25125
76419_11,CI26989
76419_12,CI26992
76419_13,CI27900
76427_11,CI27456
76427_12,CI24225
76427_13,CI27644
76430_11,CI25126
76430_12,CI25135
76430_13,CI25124
76431_11,CI24228
76431_12,CI24117
76431_13,CI23648
76434_11,CI26989
76434_12,CI26992
76434_13,CI26990
76435_11,CI26189
76435_12,CI26194
76435_13,CI26191
76436_11,CI27050
76436_12,CI27051
76436_13,CI26953
76443_11,CI25127
76443_12,CI24229
76443_13,CI25631
76446_11,CI26992
76446_12,CI26989
76446_13,CI24966
76448_11,CI27007
76448_12,CI27009
76448_13,CI26988
76451_11,CI27007
76451_12,CI26992
76451_13,CI24966
76454_11,CI26199
76454_12,CI26206
76454_13,CI26198
76455_11,CI27044
76455_12,CI26192
76455_13,CI27038
76457_11,CI27051
76457_12,CI26952
76457_13,CI27046
76459_11,CI27044
76459_12,CI26192
76459_13,CI27038
76460_11,CI28583
76460_12,CI28252
76460_13,CI25126
76466_11,CI24871
76466_12,CI24675
76466_13,CI25125
76467_11,CI26201
76467_12,CI26206
76467_13,CI26200
76468_11,CI25141
76468_12,CI23780
76468_13,CI24184
76470_11,CI26178
76470_12,CI27457
76470_13,CI26181
76472_11,CI24530
76472_12,CI24459
76472_13,CI24865
76476_11,CI26988
76476_12,CI27900
76476_13,CI26992
76477_11,CI25449
76477_12,CI24438
76477_13,CI24636
76478_11,CI26988
76478_12,CI27900
76478_13,CI24966
76481_11,CI23869
76481_12,CI24193
76481_13,CI23975
76488_11,CI27416
76488_12,CI25055
76488_13,CI24621
76493_11,CI25135
76493_12,CI23714
76493_13,CI24527
76499_11,CI26201
76499_12,CI26206
76499_13,CI26200
76501_11,CI24527
76501_12,CI24532
76501_13,CI23856
76504_11,CI26201
76504_12,CI26197
76504_13,CI26206
76505_11,CI24968
76505_12,CI24530
76505_13,CI24942
76507_11,CI24503
76507_12,CI25498
76507_13,CI26054
76510_11,CI27662
76510_12,CI27675
76510_13,CI27681
76511_11,CI24187
76511_12,CI23922
76511_13,CI26051
76514_11,CI27007
76514_12,CI26992
76514_13,CI26988
76515_11,CI23922
76515_12,CI25361
76515_13,CI23714
76516_11,CI25666
76516_12,CI25667
76516_13,CI25834
76517_11,CI23964
76517_12,CI23633
76517_13,CI24784
76521_11,CI26181
76521_12,CI26199
76521_13,CI27043
76524_11,CI28572
76524_12,CI28578
76524_13,CI28182
76530_11,CI25141
76530_12,CI24530
76530_13,CI24531
76532_11,CI23921
76532_12,CI23975
76532_13,CI24955
76534_11,CI25107
76534_12,CI25110
76534_13,CI25106
76536_11,CI26207
76536_12,CI25140
76536_13,CI26984
76537_11,CI26200
76537_12,CI26199
76537_13,CI26206
76539_11,CI26988
76539_12,CI26992
76539_13,CI26990
76540_11,CI25135
76540_12,CI23856
76540_13,CI24531
76541_11,CI23691
76541_12,CI24531
76541_13,CI26050
76542_11,CI24421
76542_12,CI24871
76542_13,CI25057
76543_11,CI24349
76543_12,CI25114
76543_13,CI24373
76545_11,CI26199
76545_12,CI26200
76545_13,CI26201
76547_11,CI26950
76547_12,CI26954
76547_13,CI26951
76548_11,CI24671
76548_12,CI24958
76548_13,CI24139
76553_11,CI24438
76553_12,CI24671
76553_13,CI25106
76557_11,CI26206
76557_12,CI26207
76557_13,CI26187
76561_11,CI26036
76561_12,CI25734
76561_13,CI25735
76564_11,CI28581
76564_12,CI28583
76564_13,CI25172
76566_11,CI24876
76566_12,CI24228
76566_13,CI24871
76569_11,CI24524
76569_12,CI24530
76569_13,CI24876
76576_11,CI25135
76576_12,CI24440
76576_13,CI24867
76578_11,CI24675
76578_12,CI24793
76578_13,CI24418
76582_11,CI26984
76582_12,CI26988
76582_13,CI26992
76583_11,CI24228
76583_12,CI24871
76583_13,CI24876
76586_11,CI23697
76586_12,CI23663
76586_13,CI28585
76589_11,CI26198
76589_12,CI26199
76589_13,CI26191
76591_11,CI24224
76591_12,CI23667
76591_13,CI24187
76595_11,CI26056
76595_12,CI24187
76595_13,CI23663
76599_11,CI25108
76599_12,CI24440
76599_13,CI25109
76600_11,CI23714
76600_12,CI23922
76600_13,CI26727
76604_11,CI24968
76604_12,CI24944
76604_13,CI25143
76605_11,CI24958
76605_12,CI24953
76605_13,CI26051
76606_11,CI26950
76606_12,CI26958
76606_13,CI26955
76607_11,CI25733
76607_12,CI24958
76607_13,CI25769
76608_11,CI26984
76608_12,CI26207
76608_13,CI26991
76609_11,CI25175
76609_12,CI25075
76609_13,CI23691
76613_11,CI24992
76613_12,CI24944
76613_13,CI25175
76617_11,CI24871
76617_12,CI25123
76617_13,CI25074
76618_11,CI26443
76618_12,CI26984
76618_13,CI24225
76619_11,CI24249
76619_12,CI24944
76619_13,CI25366
76620_11,CI25107
76620_12,CI25099
76620_13,CI25098
76623_11,CI24530
76623_12,CI24532
76623_13,CI24252
76624_11,CI26782
76624_12,CI26781
76624_13,CI24107
76627_11,CI24527
76627_12,CI23648
76627_13,CI23791
76628_11,CI24787
76628_12,CI24419
76628_13,CI24793
